onset	duration	event_name	block_type
4.735491037368774	463.50299882888794	start_experiment	nan
4.73649001121521	9.504999876022339	start_rest	nan
14.241490840911865	20.01499915122986	start_block	story
34.257489919662476	9.60700011253357	start_block	silence
43.86449098587036	20.01599907875061	start_block	noise
63.882489919662476	9.539000034332275	start_block	silence
73.4224898815155	20.015000104904175	start_block	story
93.43848991394043	10.874000072479248	start_block	silence
104.31348991394043	20.015000104904175	start_block	noise
124.32948994636536	11.04200005531311	start_block	silence
135.37248992919922	20.015000104904175	start_block	story
155.38848996162415	10.140000104904175	start_block	silence
165.52948999404907	20.014999866485596	start_block	noise
185.54648995399475	10.555999994277954	start_block	silence
196.10348987579346	20.015000104904175	start_block	noise
216.12049007415771	9.43999981880188	start_block	silence
225.56149005889893	20.013999938964844	start_block	story
245.57648992538452	10.490999937057495	start_block	silence
256.06849002838135	20.014999866485596	start_block	story
276.0844900608063	10.406999826431274	start_block	silence
286.49348998069763	20.014999866485596	start_block	noise
306.50949001312256	10.023000001907349	start_block	silence
316.53348994255066	20.015000104904175	start_block	noise
336.5494899749756	10.223999977111816	start_block	silence
346.7734909057617	20.01599907875061	start_block	story
366.7904899120331	10.407000064849854	start_block	silence
377.1984899044037	20.015000104904175	start_block	story
397.21548986434937	10.873000144958496	start_block	silence
408.09048986434937	20.015000104904175	start_block	noise
428.1064898967743	10.156000137329102	start_block	silence
438.26348996162415	20.0	start_block	story
458.2644898891449	9.973000049591064	start_block	silence
