onset	duration	event_name	block_type	trial_type
3.795623302459717	804.5690009593964	start_experiment	nan	nan
3.795624256134033	20.007998943328857	start_rest	nan	nan
23.80462336540222	17.346999883651733	start_block	right	nan
24.805623292922974	0.75	start_trial	right	index
25.55562424659729	0.4999990463256836	start_iti	right	nan
26.056623220443726	0.75	start_trial	right	middle
26.806624174118042	0.4999990463256836	start_iti	right	nan
27.306624174118042	0.7509992122650146	start_trial	right	ring
28.057624340057373	0.4999990463256836	start_iti	right	nan
28.55862331390381	0.75	start_trial	right	pinky
29.308624267578125	0.4999990463256836	start_iti	right	nan
29.808624267578125	0.7509989738464355	start_trial	right	index
30.559624195098877	0.5169990062713623	start_iti	right	nan
31.076624393463135	0.7669990062713623	start_trial	right	middle
31.843624353408813	0.5019989013671875	start_iti	right	nan
32.34562420845032	0.7659990787506104	start_trial	right	ring
33.111624240875244	0.4999990463256836	start_iti	right	nan
33.61262321472168	0.7660000324249268	start_trial	right	pinky
34.37962317466736	0.5	start_iti	right	nan
34.879624366760254	0.7499988079071045	start_trial	right	index
35.629624366760254	0.5009989738464355	start_iti	right	nan
36.130624294281006	0.7499990463256836	start_trial	right	middle
36.880624294281006	0.5009989738464355	start_iti	right	nan
37.38162422180176	0.7499990463256836	start_trial	right	ring
38.13162422180176	0.5009989738464355	start_iti	right	nan
38.63262438774109	0.7499988079071045	start_trial	right	pinky
39.38262438774109	0.5009989738464355	start_iti	right	nan
39.88362431526184	0.7509989738464355	start_trial	right	index
40.63462424278259	0.5159990787506104	start_iti	right	nan
41.15162420272827	23.184998989105225	start_rest	nan	nan
64.33762335777283	17.280000925064087	start_block	left	nan
65.33762335777283	0.75	start_trial	left	index
66.08762431144714	0.4999990463256836	start_iti	left	nan
66.58862328529358	0.75	start_trial	left	middle
67.33962321281433	0.5	start_iti	left	nan
67.83962440490723	0.7499988079071045	start_trial	left	ring
68.58962440490723	0.4999988079071045	start_iti	left	nan
69.08962440490723	0.7519989013671875	start_trial	left	pinky
69.84262323379517	0.5150001049041748	start_iti	left	nan
70.35862326622009	0.75	start_trial	left	index
71.10862421989441	0.4999990463256836	start_iti	left	nan
71.60862421989441	0.7509989738464355	start_trial	left	middle
72.35962438583374	0.4999988079071045	start_iti	left	nan
72.85962438583374	0.7509989738464355	start_trial	left	ring
73.61062431335449	0.4999990463256836	start_iti	left	nan
74.11062431335449	0.7499990463256836	start_trial	left	pinky
74.86162328720093	0.5	start_iti	left	nan
75.36262321472168	0.75	start_trial	left	index
76.11262440681458	0.4999988079071045	start_iti	left	nan
76.61362338066101	0.75	start_trial	left	middle
77.36362433433533	0.4999990463256836	start_iti	left	nan
77.86462330818176	0.749000072479248	start_trial	left	ring
78.61462330818176	0.5	start_iti	left	nan
79.11462426185608	0.7509989738464355	start_trial	left	pinky
79.86562418937683	0.4999990463256836	start_iti	left	nan
80.36662340164185	0.75	start_trial	left	index
81.11662435531616	0.5009989738464355	start_iti	left	nan
81.61762523651123	22.683998107910156	start_rest	nan	nan
104.30262327194214	17.364001035690308	start_block	right	nan
105.30262327194214	0.7669999599456787	start_trial	right	index
106.06962418556213	0.5009992122650146	start_iti	right	nan
106.57062435150146	0.7669990062713623	start_trial	right	middle
107.33762431144714	0.4999990463256836	start_iti	right	nan
107.83862328529358	0.75	start_trial	right	ring
108.5886242389679	0.4999990463256836	start_iti	right	nan
109.0886242389679	0.7509989738464355	start_trial	right	pinky
109.83962440490723	0.4999988079071045	start_iti	right	nan
